;kamera1;kamera2;kamera1_koord;kamera2_koord;distance;duration
12162;Gy19B;F36;46.445983362048, 18.706391141658;46.702458506694, 16.788524126318;227565;9702
12163;Gy19B;F37;46.445983362048, 18.706391141658;47.635056880418, 16.652330516763;324651;10612
12164;Gy19B;F38;46.445983362048, 18.706391141658;46.811901582638, 16.565857119342;260489;11159
12165;Gy19B;F39;46.445983362048, 18.706391141658;47.288863417887, 16.610039047667;341306;11333
12166;Gy19B;F40;46.445983362048, 18.706391141658;47.245496499058, 16.534248410882;345582;11527
12167;Gy19B;F41;46.445983362048, 18.706391141658;47.910361887547, 17.251715607309;283334;9523
12168;Gy19B;F42;46.445983362048, 18.706391141658;46.195044659138, 20.448144697766;179981;7936
12169;Gy19B;F43;46.445983362048, 18.706391141658;46.683815901125, 20.183667378285;164209;6642
12170;Gy19B;F45BJ;46.445983362048, 18.706391141658;47.11432337191, 17.848645761646;132851;6375
12171;Gy19B;F46B;46.445983362048, 18.706391141658;47.653403571486, 17.416396700878;256267;8255
12172;Gy19B;F46J;46.445983362048, 18.706391141658;47.653506839605, 17.416740354468;256238;8254
12173;Gy19B;F47B;46.445983362048, 18.706391141658;47.297160417543, 16.832093255331;318816;10334
12174;Gy19B;F47J;46.445983362048, 18.706391141658;47.297002459483, 16.831835285078;318842;10335
12175;Gy19B;F48;46.445983362048, 18.706391141658;48.0530521654, 19.0114679159;244265;8800
12176;Gy19B;F49;46.445983362048, 18.706391141658;48.1426427598, 19.8152150078;263525;9421
12177;Gy19B;F50;46.445983362048, 18.706391141658;48.0690258518, 19.2623480794;246897;8868
12178;Gy19B;F51;46.445983362048, 18.706391141658;48.0794121975, 19.3191435939;253026;9329
12179;Gy19B;F52;46.445983362048, 18.706391141658;46.7540706013, 21.4327698605;263338;10945
12180;Gy19B;F53;46.445983362048, 18.706391141658;46.2648471088, 21.0934356268;237662;10391
12181;Gy19B;F54;46.445983362048, 18.706391141658;47.3000376989, 21.5558389074;347422;12796
12182;Gy19B;F55;46.445983362048, 18.706391141658;47.3981145129, 19.3601850460;154845;4981
12183;Gy19B;F56;46.445983362048, 18.706391141658;47.4059475850, 16.5285647459;342383;11968
12184;Gy19B;F57;46.445983362048, 18.706391141658;47.2476159053, 16.4811625856;349687;11690
12185;Gy19B;F58;46.445983362048, 18.706391141658;47.348734, 19.120951;134063;4244
12186;Gy19B;F59;46.445983362048, 18.706391141658;47.142844, 18.531573;102649;3557
12187;Gy19B;Gy1B;46.445983362048, 18.706391141658;47.474802619374, 18.852435494437;142101;4558
12188;Gy19B;Gy1J;46.445983362048, 18.706391141658;47.471964836026, 18.858080126141;142629;4576
12189;Gy19B;Gy2B;46.445983362048, 18.706391141658;47.612770144674, 18.353556331481;179884;5709
12190;Gy19B;Gy2J;46.445983362048, 18.706391141658;47.683114431378, 18.003415637292;212869;6927
12191;Gy19B;Gy3B;46.445983362048, 18.706391141658;47.684437713539, 17.835527389107;220463;7024
12192;Gy19B;Gy3J;46.445983362048, 18.706391141658;47.6844259551, 17.83587320896;220437;7024
12193;Gy19B;Gy4B;46.445983362048, 18.706391141658;47.878391089477, 17.202565947927;279647;9004
12194;Gy19B;Gy4J;46.445983362048, 18.706391141658;47.878249198926, 17.20284198652;279621;9003
12195;Gy19B;Gy6B;46.445983362048, 18.706391141658;47.602227193286, 19.283884218405;178332;5733
12196;Gy19B;Gy6J;46.445983362048, 18.706391141658;47.593511108609, 19.210992980928;180841;5804
12197;Gy19B;Gy7B;46.445983362048, 18.706391141658;47.731817779639, 19.96258985111;249950;7981
12198;Gy19B;Gy7J;46.445983362048, 18.706391141658;47.732635548066, 19.949321966416;225245;7165
12199;Gy19B;Gy8B;46.445983362048, 18.706391141658;47.848589776483, 21.067835868077;316939;9945
12200;Gy19B;Gy8J;46.445983362048, 18.706391141658;47.861450724727, 21.043855642447;314635;9872
12201;Gy19B;Gy9B;46.445983362048, 18.706391141658;47.902948731815, 21.569037024339;378423;11935
12202;Gy19B;Gy9J;46.445983362048, 18.706391141658;47.899315872821, 21.548572633098;361258;11314
12203;Gy19B;Gy10B;46.445983362048, 18.706391141658;48.050402819184, 20.851648270691;319641;10049
12204;Gy19B;Gy10J;46.445983362048, 18.706391141658;48.048597304585, 20.852645963515;319426;10041
12205;Gy19B;Gy11B;46.445983362048, 18.706391141658;47.618814282026, 21.517286368554;363033;11378
12206;Gy19B;Gy11J;46.445983362048, 18.706391141658;47.61860051674, 21.517389377156;363058;11379
12207;Gy19B;Gy12B;46.445983362048, 18.706391141658;46.28526689547, 20.25356092992;157674;6816
12208;Gy19B;Gy13B;46.445983362048, 18.706391141658;47.310577659191, 19.2720015943;146036;4589
12209;Gy19B;Gy13J;46.445983362048, 18.706391141658;47.310726596496, 19.271736511801;146010;4588
12210;Gy19B;Gy14B;46.445983362048, 18.706391141658;47.018953622415, 19.59270077956;117972;4621
12211;Gy19B;Gy14J;46.445983362048, 18.706391141658;47.018760105536, 19.59289269823;117946;4620
12212;Gy19B;Gy15B;46.445983362048, 18.706391141658;46.866126652938, 19.645370179317;110707;4454
12213;Gy19B;Gy15J;46.445983362048, 18.706391141658;46.866126652938, 19.645370179317;110707;4454
12214;Gy19B;Gy16B;46.445983362048, 18.706391141658;46.254056752729, 20.037780560567;135499;6059
12215;Gy19B;Gy16J;46.445983362048, 18.706391141658;46.254289780273, 20.037809455218;135525;6060
12216;Gy19B;Gy17B;46.445983362048, 18.706391141658;47.354805101314, 18.903312087371;111286;3355
12217;Gy19B;Gy17J;46.445983362048, 18.706391141658;47.354584280523, 18.903248756673;111262;3354
12218;Gy19B;Gy18B;46.445983362048, 18.706391141658;47.062438439262, 18.883476038175;75032;2256
12219;Gy19B;Gy18J;46.445983362048, 18.706391141658;47.062224216813, 18.883576090608;75007;2255
12220;Gy19B;Gy19B;46.445983362048, 18.706391141658;46.445983362048, 18.706391141658;0;0
12221;Gy19B;Gy19J;46.445983362048, 18.706391141658;46.445546354166, 18.706516762083;50;1
12222;Gy19B;Gy20B;46.445983362048, 18.706391141658;46.063865148399, 18.579774412582;65595;2118
12223;Gy19B;Gy20J;46.445983362048, 18.706391141658;46.063700607621, 18.579535592077;65569;2117
12224;Gy19B;Gy21B;46.445983362048, 18.706391141658;47.423027828361, 18.886551751725;133174;4225
12225;Gy19B;Gy21J;46.445983362048, 18.706391141658;47.343748133722, 18.791711071512;112715;3836
12226;Gy19B;Gy22B;46.445983362048, 18.706391141658;47.031256467729, 18.270258885827;131559;4580
12227;Gy19B;Gy22J;46.445983362048, 18.706391141658;47.031397673561, 18.270531556193;131533;4579
12228;Gy19B;Gy23B;46.445983362048, 18.706391141658;46.810132410668, 17.83695083105;133920;5699
12229;Gy19B;Gy23J;46.445983362048, 18.706391141658;46.881273600414, 17.985593118956;112469;4957
12230;Gy19B;Gy24B;46.445983362048, 18.706391141658;46.682081838166, 17.370049702348;174511;6982
12231;Gy19B;Gy24J;46.445983362048, 18.706391141658;46.685347295949, 17.387656451782;175909;7027
12232;Gy19B;Gy25B;46.445983362048, 18.706391141658;46.44171667261, 16.810656899812;226439;8636
12233;Gy19B;Gy25J;46.445983362048, 18.706391141658;46.441965611122, 16.811198315858;226389;8634
12234;Gy19B;Gy26B;46.445983362048, 18.706391141658;46.908495716101, 18.939777323335;62024;1895
12235;Gy19B;Gy26J;46.445983362048, 18.706391141658;46.908565366842, 18.939424208168;61996;1894
12236;Gy19B;Gy27J;46.445983362048, 18.706391141658;46.351813245779, 18.886396647804;19777;675
12237;Gy19B;Gy28B;46.445983362048, 18.706391141658;47.246161, 18.649078;123705;4308
12238;Gy19B;Gy28J;46.445983362048, 18.706391141658;47.246194, 18.648449;109026;3892
12239;Gy19B;Gy29B;46.445983362048, 18.706391141658;47.690797, 17.522883;269328;8711
12240;Gy19B;Gy30B;46.445983362048, 18.706391141658;47.615748, 19.346989;176829;5665
12241;Gy19B;Gy31B;46.445983362048, 18.706391141658;47.671580, 19.634506;200017;6394
12242;Gy19B;Gy31J;46.445983362048, 18.706391141658;47.671580, 19.634506;200017;6394
12243;Gy19B;Gy32B;46.445983362048, 18.706391141658;47.361165, 19.219698;143836;4562
12244;Gy19B;Gy32J;46.445983362048, 18.706391141658;47.362003, 19.222118;140718;4406
12245;Gy19B;Gy33B;46.445983362048, 18.706391141658;47.598917, 19.126993;182488;5935
12246;Gy19B;Gy33J;46.445983362048, 18.706391141658;47.588365, 19.143022;178281;5715
12247;Gy19B;Gy34B;46.445983362048, 18.706391141658;47.9170992883, 17.1225847247;292862;9670
12248;Gy19B;Gy34J;46.445983362048, 18.706391141658;47.9105799674, 17.1336359154;286030;9219
12249;Gy19B;Gy35B;46.445983362048, 18.706391141658;46.2165172448, 20.7363822270;202643;8958
12250;Gy19B;Gy35J;46.445983362048, 18.706391141658;46.2154648690, 20.7062448209;194310;8065
12251;Gy19B;Gy36B;46.445983362048, 18.706391141658;46.5109208466, 16.5523413490;274742;10377
12252;Gy19B;Gy36J;46.445983362048, 18.706391141658;46.5110973558, 16.5519989224;251875;9500
12253;Gy19B;Gy37B;46.445983362048, 18.706391141658;47.6932, 19.1723;201521;6582
12254;Gy19B;Gy37J;46.445983362048, 18.706391141658;47.643, 19.1646;185616;5990
12255;Gy19J;F1;46.445546354166, 18.706516762083;47.736861467104, 18.369289524965;200218;7041
12256;Gy19J;F2;46.445546354166, 18.706516762083;47.725765423977, 18.046694497329;213964;7093
12257;Gy19J;F3;46.445546354166, 18.706516762083;47.884396938888, 17.241676802774;281110;9400
12258;Gy19J;F4;46.445546354166, 18.706516762083;47.934507652422, 19.139606641347;225843;7807
12259;Gy19J;F5;46.445546354166, 18.706516762083;48.437441677622, 21.183738300599;374729;12030
12260;Gy19J;F6;46.445546354166, 18.706516762083;47.152434273387, 20.196192733715;230810;7489
12261;Gy19J;F7;46.445546354166, 18.706516762083;48.343852343168, 22.129595653448;442494;14629
12262;Gy19J;F8;46.445546354166, 18.706516762083;46.231269471029, 20.081542735727;140533;6312
12263;Gy19J;F9;46.445546354166, 18.706516762083;45.967191886124, 17.524083222114;152163;6157
12264;Gy19J;F10;46.445546354166, 18.706516762083;46.437667890627, 16.747927021544;232020;9022
12265;Gy19J;F11;46.445546354166, 18.706516762083;46.974156304231, 16.379539316509;257333;11735
12266;Gy19J;F12;46.445546354166, 18.706516762083;47.82243068262, 18.98717170425;218215;7429
12267;Gy19J;F13;46.445546354166, 18.706516762083;47.683196594979, 18.097306861786;202066;6468
12268;Gy19J;F14;46.445546354166, 18.706516762083;47.745363022052, 17.647400881226;237612;7776
12269;Gy19J;F15;46.445546354166, 18.706516762083;48.031849194332, 19.807710583946;250495;8634
12270;Gy19J;F16;46.445546354166, 18.706516762083;48.25793719325, 20.350423487823;331722;12764
12271;Gy19J;F17;46.445546354166, 18.706516762083;48.293129223365, 20.448498019056;339425;12912
12272;Gy19J;F18;46.445546354166, 18.706516762083;47.60481625158, 20.779148307593;296599;10192
12273;Gy19J;F19;46.445546354166, 18.706516762083;47.913879672699, 21.073258954162;323277;10404
12274;Gy19J;F20;46.445546354166, 18.706516762083;48.376345640262, 21.633176054916;401797;13758
12275;Gy19J;F21;46.445546354166, 18.706516762083;48.066597247215, 21.53206912197;392792;12730
12276;Gy19J;F22;46.445546354166, 18.706516762083;48.089160008212, 22.27659217874;429796;13491
12277;Gy19J;F23;46.445546354166, 18.706516762083;47.144221988453, 21.675450249618;355412;13143
12278;Gy19J;F24;46.445546354166, 18.706516762083;46.167056244213, 20.627359497593;197687;8447
12279;Gy19J;F25;46.445546354166, 18.706516762083;46.876397341333, 20.022332770319;141998;6015
12280;Gy19J;F26;46.445546354166, 18.706516762083;46.655024556317,21.225962687052;246274;9780
12281;Gy19J;F27B;46.445546354166, 18.706516762083;46.379079490009, 20.248264839326;166872;7385
12282;Gy19J;F27J;46.445546354166, 18.706516762083;46.378973739396, 20.247963372239;166898;7386
12283;Gy19J;F28;46.445546354166, 18.706516762083;47.526258855137, 21.919988317573;400602;13818
12284;Gy19J;F29;46.445546354166, 18.706516762083;47.857086975049, 22.637265932974;453624;15427
12285;Gy19J;F30;46.445546354166, 18.706516762083;46.803526155586, 18.928004380753;46344;1525
12286;Gy19J;F31;46.445546354166, 18.706516762083;46.263345770897, 19.533663359931;92538;4159
12287;Gy19J;F32;46.445546354166, 18.706516762083;46.201513590529, 18.820681199919;39085;1404
12288;Gy19J;F33;46.445546354166, 18.706516762083;45.971233620929, 18.673734618994;66361;2290
12289;Gy19J;F34;46.445546354166, 18.706516762083;45.8784138959, 18.236275560019;102924;3603
12290;Gy19J;F35;46.445546354166, 18.706516762083;46.058445164555, 17.448098903741;168659;7064
12291;Gy19J;F36;46.445546354166, 18.706516762083;46.702458506694, 16.788524126318;227615;9703
12292;Gy19J;F37;46.445546354166, 18.706516762083;47.635056880418, 16.652330516763;324700;10613
12293;Gy19J;F38;46.445546354166, 18.706516762083;46.811901582638, 16.565857119342;260539;11160
12294;Gy19J;F39;46.445546354166, 18.706516762083;47.288863417887, 16.610039047667;341355;11334
12295;Gy19J;F40;46.445546354166, 18.706516762083;47.245496499058, 16.534248410882;345631;11528
12296;Gy19J;F41;46.445546354166, 18.706516762083;47.910361887547, 17.251715607309;283384;9524
12297;Gy19J;F42;46.445546354166, 18.706516762083;46.195044659138, 20.448144697766;179931;7934
12298;Gy19J;F43;46.445546354166, 18.706516762083;46.683815901125, 20.183667378285;164259;6643
12299;Gy19J;F45BJ;46.445546354166, 18.706516762083;47.11432337191, 17.848645761646;132901;6376
12300;Gy19J;F46B;46.445546354166, 18.706516762083;47.653403571486, 17.416396700878;256316;8257
12301;Gy19J;F46J;46.445546354166, 18.706516762083;47.653506839605, 17.416740354468;256288;8256
12302;Gy19J;F47B;46.445546354166, 18.706516762083;47.297160417543, 16.832093255331;318865;10336
12303;Gy19J;F47J;46.445546354166, 18.706516762083;47.297002459483, 16.831835285078;318891;10337
12304;Gy19J;F48;46.445546354166, 18.706516762083;48.0530521654, 19.0114679159;244314;8802
12305;Gy19J;F49;46.445546354166, 18.706516762083;48.1426427598, 19.8152150078;263574;9422
12306;Gy19J;F50;46.445546354166, 18.706516762083;48.0690258518, 19.2623480794;246947;8869
12307;Gy19J;F51;46.445546354166, 18.706516762083;48.0794121975, 19.3191435939;253075;9331
12308;Gy19J;F52;46.445546354166, 18.706516762083;46.7540706013, 21.4327698605;263387;10947
12309;Gy19J;F53;46.445546354166, 18.706516762083;46.2648471088, 21.0934356268;237612;10390
12310;Gy19J;F54;46.445546354166, 18.706516762083;47.3000376989, 21.5558389074;347472;12797
12311;Gy19J;F55;46.445546354166, 18.706516762083;47.3981145129, 19.3601850460;154894;4982
12312;Gy19J;F56;46.445546354166, 18.706516762083;47.4059475850, 16.5285647459;342432;11970
12313;Gy19J;F57;46.445546354166, 18.706516762083;47.2476159053, 16.4811625856;349736;11691
12314;Gy19J;F58;46.445546354166, 18.706516762083;47.348734, 19.120951;134113;4246
12315;Gy19J;F59;46.445546354166, 18.706516762083;47.142844, 18.531573;102698;3559
12316;Gy19J;Gy1B;46.445546354166, 18.706516762083;47.474802619374, 18.852435494437;142150;4560
12317;Gy19J;Gy1J;46.445546354166, 18.706516762083;47.471964836026, 18.858080126141;142679;4578
12318;Gy19J;Gy2B;46.445546354166, 18.706516762083;47.612770144674, 18.353556331481;179933;5710
12319;Gy19J;Gy2J;46.445546354166, 18.706516762083;47.683114431378, 18.003415637292;212918;6929
12320;Gy19J;Gy3B;46.445546354166, 18.706516762083;47.684437713539, 17.835527389107;220513;7026
12321;Gy19J;Gy3J;46.445546354166, 18.706516762083;47.6844259551, 17.83587320896;220487;7025
12322;Gy19J;Gy4B;46.445546354166, 18.706516762083;47.878391089477, 17.202565947927;279697;9006
12323;Gy19J;Gy4J;46.445546354166, 18.706516762083;47.878249198926, 17.20284198652;279671;9005
12324;Gy19J;Gy6B;46.445546354166, 18.706516762083;47.602227193286, 19.283884218405;178382;5735
12325;Gy19J;Gy6J;46.445546354166, 18.706516762083;47.593511108609, 19.210992980928;180891;5805
12326;Gy19J;Gy7B;46.445546354166, 18.706516762083;47.731817779639, 19.96258985111;249999;7983
12327;Gy19J;Gy7J;46.445546354166, 18.706516762083;47.732635548066, 19.949321966416;225295;7167
12328;Gy19J;Gy8B;46.445546354166, 18.706516762083;47.848589776483, 21.067835868077;316989;9947
12329;Gy19J;Gy8J;46.445546354166, 18.706516762083;47.861450724727, 21.043855642447;314684;9874
12330;Gy19J;Gy9B;46.445546354166, 18.706516762083;47.902948731815, 21.569037024339;378473;11936
12331;Gy19J;Gy9J;46.445546354166, 18.706516762083;47.899315872821, 21.548572633098;361307;11315
12332;Gy19J;Gy10B;46.445546354166, 18.706516762083;48.050402819184, 20.851648270691;319691;10050
12333;Gy19J;Gy10J;46.445546354166, 18.706516762083;48.048597304585, 20.852645963515;319476;10043
12334;Gy19J;Gy11B;46.445546354166, 18.706516762083;47.618814282026, 21.517286368554;363082;11379
12335;Gy19J;Gy11J;46.445546354166, 18.706516762083;47.61860051674, 21.517389377156;363107;11380
12336;Gy19J;Gy12B;46.445546354166, 18.706516762083;46.28526689547, 20.25356092992;157624;6815
12337;Gy19J;Gy13B;46.445546354166, 18.706516762083;47.310577659191, 19.2720015943;146085;4590
12338;Gy19J;Gy13J;46.445546354166, 18.706516762083;47.310726596496, 19.271736511801;146059;4589
12339;Gy19J;Gy14B;46.445546354166, 18.706516762083;47.018953622415, 19.59270077956;118021;4622
12340;Gy19J;Gy14J;46.445546354166, 18.706516762083;47.018760105536, 19.59289269823;117995;4621
12341;Gy19J;Gy15B;46.445546354166, 18.706516762083;46.866126652938, 19.645370179317;110756;4455
12342;Gy19J;Gy15J;46.445546354166, 18.706516762083;46.866126652938, 19.645370179317;110756;4455
12343;Gy19J;Gy16B;46.445546354166, 18.706516762083;46.254056752729, 20.037780560567;135449;6058
12344;Gy19J;Gy16J;46.445546354166, 18.706516762083;46.254289780273, 20.037809455218;135475;6059
12345;Gy19J;Gy17B;46.445546354166, 18.706516762083;47.354805101314, 18.903312087371;111336;3356
12346;Gy19J;Gy17J;46.445546354166, 18.706516762083;47.354584280523, 18.903248756673;111311;3356
12347;Gy19J;Gy18B;46.445546354166, 18.706516762083;47.062438439262, 18.883476038175;75081;2257
12348;Gy19J;Gy18J;46.445546354166, 18.706516762083;47.062224216813, 18.883576090608;75056;2256
12349;Gy19J;Gy19B;46.445546354166, 18.706516762083;46.445983362048, 18.706391141658;50;2
12350;Gy19J;Gy19J;46.445546354166, 18.706516762083;46.445546354166, 18.706516762083;0;0
12351;Gy19J;Gy20B;46.445546354166, 18.706516762083;46.063865148399, 18.579774412582;65546;2117
12352;Gy19J;Gy20J;46.445546354166, 18.706516762083;46.063700607621, 18.579535592077;65520;2116
12353;Gy19J;Gy21B;46.445546354166, 18.706516762083;47.423027828361, 18.886551751725;133224;4226
12354;Gy19J;Gy21J;46.445546354166, 18.706516762083;47.343748133722, 18.791711071512;112765;3838
12355;Gy19J;Gy22B;46.445546354166, 18.706516762083;47.031256467729, 18.270258885827;131608;4581
12356;Gy19J;Gy22J;46.445546354166, 18.706516762083;47.031397673561, 18.270531556193;131582;4580
12357;Gy19J;Gy23B;46.445546354166, 18.706516762083;46.810132410668, 17.83695083105;133970;5700
12358;Gy19J;Gy23J;46.445546354166, 18.706516762083;46.881273600414, 17.985593118956;112518;4959
12359;Gy19J;Gy24B;46.445546354166, 18.706516762083;46.682081838166, 17.370049702348;174560;6984
12360;Gy19J;Gy24J;46.445546354166, 18.706516762083;46.685347295949, 17.387656451782;175958;7028
12361;Gy19J;Gy25B;46.445546354166, 18.706516762083;46.44171667261, 16.810656899812;226488;8637
12362;Gy19J;Gy25J;46.445546354166, 18.706516762083;46.441965611122, 16.811198315858;226438;8635
12363;Gy19J;Gy26B;46.445546354166, 18.706516762083;46.908495716101, 18.939777323335;62073;1896
12364;Gy19J;Gy26J;46.445546354166, 18.706516762083;46.908565366842, 18.939424208168;62046;1895
12365;Gy19J;Gy27J;46.445546354166, 18.706516762083;46.351813245779, 18.886396647804;19728;674
12366;Gy19J;Gy28B;46.445546354166, 18.706516762083;47.246161, 18.649078;123754;4309
12367;Gy19J;Gy28J;46.445546354166, 18.706516762083;47.246194, 18.648449;109075;3894
12368;Gy19J;Gy29B;46.445546354166, 18.706516762083;47.690797, 17.522883;269378;8712
12369;Gy19J;Gy30B;46.445546354166, 18.706516762083;47.615748, 19.346989;176878;5667
12370;Gy19J;Gy31B;46.445546354166, 18.706516762083;47.671580, 19.634506;200067;6396
12371;Gy19J;Gy31J;46.445546354166, 18.706516762083;47.671580, 19.634506;200067;6396
12372;Gy19J;Gy32B;46.445546354166, 18.706516762083;47.361165, 19.219698;143885;4564
12373;Gy19J;Gy32J;46.445546354166, 18.706516762083;47.362003, 19.222118;140768;4407
12374;Gy19J;Gy33B;46.445546354166, 18.706516762083;47.598917, 19.126993;182538;5937
12375;Gy19J;Gy33J;46.445546354166, 18.706516762083;47.588365, 19.143022;178331;5717
12376;Gy19J;Gy34B;46.445546354166, 18.706516762083;47.9170992883, 17.1225847247;292911;9671
12377;Gy19J;Gy34J;46.445546354166, 18.706516762083;47.9105799674, 17.1336359154;286079;9221
12378;Gy19J;Gy35B;46.445546354166, 18.706516762083;46.2165172448, 20.7363822270;202594;8957
12379;Gy19J;Gy35J;46.445546354166, 18.706516762083;46.2154648690, 20.7062448209;194260;8064
12380;Gy19J;Gy36B;46.445546354166, 18.706516762083;46.5109208466, 16.5523413490;274792;10379
12381;Gy19J;Gy36J;46.445546354166, 18.706516762083;46.5110973558, 16.5519989224;251925;9501
12382;Gy19J;Gy37B;46.445546354166, 18.706516762083;47.6932, 19.1723;201570;6583
12383;Gy19J;Gy37J;46.445546354166, 18.706516762083;47.643, 19.1646;185665;5992
12384;Gy20B;F1;46.063865148399, 18.579774412582;47.736861467104, 18.369289524965;248587;8561
12385;Gy20B;F2;46.063865148399, 18.579774412582;47.725765423977, 18.046694497329;262333;8613
12386;Gy20B;F3;46.063865148399, 18.579774412582;47.884396938888, 17.241676802774;329479;10921
12387;Gy20B;F4;46.063865148399, 18.579774412582;47.934507652422, 19.139606641347;274212;9328
12388;Gy20B;F5;46.063865148399, 18.579774412582;48.437441677622, 21.183738300599;423098;13551
12389;Gy20B;F6;46.063865148399, 18.579774412582;47.152434273387, 20.196192733715;279178;9010
12390;Gy20B;F7;46.063865148399, 18.579774412582;48.343852343168, 22.129595653448;490863;16150
12391;Gy20B;F8;46.063865148399, 18.579774412582;46.231269471029, 20.081542735727;140268;6433
12392;Gy20B;F9;46.063865148399, 18.579774412582;45.967191886124, 17.524083222114;122993;5289
12393;Gy20B;F10;46.063865148399, 18.579774412582;46.437667890627, 16.747927021544;256817;10345
12394;Gy20B;F11;46.063865148399, 18.579774412582;46.974156304231, 16.379539316509;305702;13256
12395;Gy20B;F12;46.063865148399, 18.579774412582;47.82243068262, 18.98717170425;266584;8950
12396;Gy20B;F13;46.063865148399, 18.579774412582;47.683196594979, 18.097306861786;250435;7989
12397;Gy20B;F14;46.063865148399, 18.579774412582;47.745363022052, 17.647400881226;285981;9297
12398;Gy20B;F15;46.063865148399, 18.579774412582;48.031849194332, 19.807710583946;298863;10155
12399;Gy20B;F16;46.063865148399, 18.579774412582;48.25793719325, 20.350423487823;380091;14285
12400;Gy20B;F17;46.063865148399, 18.579774412582;48.293129223365, 20.448498019056;387794;14432
12401;Gy20B;F18;46.063865148399, 18.579774412582;47.60481625158, 20.779148307593;344968;11713
12402;Gy20B;F19;46.063865148399, 18.579774412582;47.913879672699, 21.073258954162;371646;11925
12403;Gy20B;F20;46.063865148399, 18.579774412582;48.376345640262, 21.633176054916;450166;15279
12404;Gy20B;F21;46.063865148399, 18.579774412582;48.066597247215, 21.53206912197;441161;14251
12405;Gy20B;F22;46.063865148399, 18.579774412582;48.089160008212, 22.27659217874;478165;15011
12406;Gy20B;F23;46.063865148399, 18.579774412582;47.144221988453, 21.675450249618;403781;14664
12407;Gy20B;F24;46.063865148399, 18.579774412582;46.167056244213, 20.627359497593;197422;8568
12408;Gy20B;F25;46.063865148399, 18.579774412582;46.876397341333, 20.022332770319;190367;7536
12409;Gy20B;F26;46.063865148399, 18.579774412582;46.655024556317,21.225962687052;294643;11300
12410;Gy20B;F27B;46.063865148399, 18.579774412582;46.379079490009, 20.248264839326;166607;7505
12411;Gy20B;F27J;46.063865148399, 18.579774412582;46.378973739396, 20.247963372239;166633;7506
12412;Gy20B;F28;46.063865148399, 18.579774412582;47.526258855137, 21.919988317573;448971;15339
12413;Gy20B;F29;46.063865148399, 18.579774412582;47.857086975049, 22.637265932974;501993;16947
12414;Gy20B;F30;46.063865148399, 18.579774412582;46.803526155586, 18.928004380753;94713;3045
12415;Gy20B;F31;46.063865148399, 18.579774412582;46.263345770897, 19.533663359931;92272;4279
12416;Gy20B;F32;46.063865148399, 18.579774412582;46.201513590529, 18.820681199919;30085;1210
12417;Gy20B;F33;46.063865148399, 18.579774412582;45.971233620929, 18.673734618994;37191;1421
12418;Gy20B;F34;46.063865148399, 18.579774412582;45.8784138959, 18.236275560019;73754;2734
12419;Gy20B;F35;46.063865148399, 18.579774412582;46.058445164555, 17.448098903741;139489;6196
12420;Gy20B;F36;46.063865148399, 18.579774412582;46.702458506694, 16.788524126318;252412;11026
12421;Gy20B;F37;46.063865148399, 18.579774412582;47.635056880418, 16.652330516763;373069;12134
12422;Gy20B;F38;46.063865148399, 18.579774412582;46.811901582638, 16.565857119342;285336;12483
12423;Gy20B;F39;46.063865148399, 18.579774412582;47.288863417887, 16.610039047667;389724;12855
12424;Gy20B;F40;46.063865148399, 18.579774412582;47.245496499058, 16.534248410882;394000;13049
12425;Gy20B;F41;46.063865148399, 18.579774412582;47.910361887547, 17.251715607309;331753;11045
12426;Gy20B;F42;46.063865148399, 18.579774412582;46.195044659138, 20.448144697766;179666;8055
12427;Gy20B;F43;46.063865148399, 18.579774412582;46.683815901125, 20.183667378285;212628;8164
12428;Gy20B;F45BJ;46.063865148399, 18.579774412582;47.11432337191, 17.848645761646;181269;7897
12429;Gy20B;F46B;46.063865148399, 18.579774412582;47.653403571486, 17.416396700878;304685;9777
12430;Gy20B;F46J;46.063865148399, 18.579774412582;47.653506839605, 17.416740354468;304657;9776
12431;Gy20B;F47B;46.063865148399, 18.579774412582;47.297160417543, 16.832093255331;367234;11857
12432;Gy20B;F47J;46.063865148399, 18.579774412582;47.297002459483, 16.831835285078;367260;11857
12433;Gy20B;F48;46.063865148399, 18.579774412582;48.0530521654, 19.0114679159;292683;10323
12434;Gy20B;F49;46.063865148399, 18.579774412582;48.1426427598, 19.8152150078;311943;10943
12435;Gy20B;F50;46.063865148399, 18.579774412582;48.0690258518, 19.2623480794;295315;10390
12436;Gy20B;F51;46.063865148399, 18.579774412582;48.0794121975, 19.3191435939;301444;10851
12437;Gy20B;F52;46.063865148399, 18.579774412582;46.7540706013, 21.4327698605;311756;12467
12438;Gy20B;F53;46.063865148399, 18.579774412582;46.2648471088, 21.0934356268;237347;10510
12439;Gy20B;F54;46.063865148399, 18.579774412582;47.3000376989, 21.5558389074;395840;14318
12440;Gy20B;F55;46.063865148399, 18.579774412582;47.3981145129, 19.3601850460;203263;6503
12441;Gy20B;F56;46.063865148399, 18.579774412582;47.4059475850, 16.5285647459;390801;13491
12442;Gy20B;F57;46.063865148399, 18.579774412582;47.2476159053, 16.4811625856;398105;13212
12443;Gy20B;F58;46.063865148399, 18.579774412582;47.348734, 19.120951;182482;5767
12444;Gy20B;F59;46.063865148399, 18.579774412582;47.142844, 18.531573;151067;5079
12445;Gy20B;Gy1B;46.063865148399, 18.579774412582;47.474802619374, 18.852435494437;190519;6080
