;kamera1;kamera2;kamera1_koord;kamera2_koord;distance;duration
3203;F25;Gy25J;46.876397341333, 20.022332770319;46.441965611122, 16.811198315858;329282;11323
3204;F25;Gy26B;46.876397341333, 20.022332770319;46.908495716101, 18.939777323335;104136;4824
3205;F25;Gy26J;46.876397341333, 20.022332770319;46.908565366842, 18.939424208168;104164;4825
3206;F25;Gy27J;46.876397341333, 20.022332770319;46.351813245779, 18.886396647804;135176;6540
3207;F25;Gy28B;46.876397341333, 20.022332770319;47.246161, 18.649078;163145;6115
3208;F25;Gy28J;46.876397341333, 20.022332770319;47.246194, 18.648449;148564;5568
3209;F25;Gy29B;46.876397341333, 20.022332770319;47.690797, 17.522883;261062;9365
3210;F25;Gy30B;46.876397341333, 20.022332770319;47.615748, 19.346989;129742;4962
3211;F25;Gy31B;46.876397341333, 20.022332770319;47.671580, 19.634506;152931;5691
3212;F25;Gy31J;46.876397341333, 20.022332770319;47.671580, 19.634506;152931;5691
3213;F25;Gy32B;46.876397341333, 20.022332770319;47.361165, 19.219698;96749;3859
3214;F25;Gy32J;46.876397341333, 20.022332770319;47.362003, 19.222118;93632;3703
3215;F25;Gy33B;46.876397341333, 20.022332770319;47.598917, 19.126993;135402;5232
3216;F25;Gy33J;46.876397341333, 20.022332770319;47.588365, 19.143022;131194;5012
3217;F25;Gy34B;46.876397341333, 20.022332770319;47.9170992883, 17.1225847247;284595;10324
3218;F25;Gy34J;46.876397341333, 20.022332770319;47.9105799674, 17.1336359154;277763;9873
3219;F25;Gy35B;46.876397341333, 20.022332770319;46.2165172448, 20.7363822270;139055;6113
3220;F25;Gy35J;46.876397341333, 20.022332770319;46.2154648690, 20.7062448209;130722;5220
3221;F25;Gy36B;46.876397341333, 20.022332770319;46.5109208466, 16.5523413490;377635;13066
3222;F25;Gy36J;46.876397341333, 20.022332770319;46.5110973558, 16.5519989224;354768;12189
3223;F25;Gy37B;46.876397341333, 20.022332770319;47.6932, 19.1723;154434;5879
3224;F25;Gy37J;46.876397341333, 20.022332770319;47.643, 19.1646;138529;5287
3225;F26;F1;46.655024556317,21.225962687052;47.736861467104, 18.369289524965;295944;11527
3226;F26;F2;46.655024556317,21.225962687052;47.725765423977, 18.046694497329;309689;11579
3227;F26;F3;46.655024556317,21.225962687052;47.884396938888, 17.241676802774;376835;13886
3228;F26;F4;46.655024556317,21.225962687052;47.934507652422, 19.139606641347;276454;10909
3229;F26;F5;46.655024556317,21.225962687052;48.437441677622, 21.183738300599;278797;11010
3230;F26;F6;46.655024556317,21.225962687052;47.152434273387, 20.196192733715;118485;4997
3231;F26;F7;46.655024556317,21.225962687052;48.343852343168, 22.129595653448;240412;10870
3232;F26;F8;46.655024556317,21.225962687052;46.231269471029, 20.081542735727;117457;5623
3233;F26;F9;46.655024556317,21.225962687052;45.967191886124, 17.524083222114;399302;16075
3234;F26;F10;46.655024556317,21.225962687052;46.437667890627, 16.747927021544;438905;15543
3235;F26;F11;46.655024556317,21.225962687052;46.974156304231, 16.379539316509;478401;17585
3236;F26;F12;46.655024556317,21.225962687052;47.82243068262, 18.98717170425;268826;10531
3237;F26;F13;46.655024556317,21.225962687052;47.683196594979, 18.097306861786;297791;10954
3238;F26;F14;46.655024556317,21.225962687052;47.745363022052, 17.647400881226;333337;12262
3239;F26;F15;46.655024556317,21.225962687052;48.031849194332, 19.807710583946;250543;11510
3240;F26;F16;46.655024556317,21.225962687052;48.25793719325, 20.350423487823;285113;12658
3241;F26;F17;46.655024556317,21.225962687052;48.293129223365, 20.448498019056;271797;11864
3242;F26;F18;46.655024556317,21.225962687052;47.60481625158, 20.779148307593;136317;7222
3243;F26;F19;46.655024556317,21.225962687052;47.913879672699, 21.073258954162;193472;8360
3244;F26;F20;46.655024556317,21.225962687052;48.376345640262, 21.633176054916;257163;12136
3245;F26;F21;46.655024556317,21.225962687052;48.066597247215, 21.53206912197;201749;9306
3246;F26;F22;46.655024556317,21.225962687052;48.089160008212, 22.27659217874;227714;9731
3247;F26;F23;46.655024556317,21.225962687052;47.144221988453, 21.675450249618;97353;4771
3248;F26;F24;46.655024556317,21.225962687052;46.167056244213, 20.627359497593;87154;4709
3249;F26;F25;46.655024556317,21.225962687052;46.876397341333, 20.022332770319;104041;3833
3250;F26;F26;46.655024556317,21.225962687052;46.655024556317,21.225962687052;0;0
3251;F26;F27B;46.655024556317,21.225962687052;46.379079490009, 20.248264839326;90382;4304
3252;F26;F27J;46.655024556317,21.225962687052;46.378973739396, 20.247963372239;90408;4305
3253;F26;F28;46.655024556317,21.225962687052;47.526258855137, 21.919988317573;155964;7686
3254;F26;F29;46.655024556317,21.225962687052;47.857086975049, 22.637265932974;251542;11667
3255;F26;F30;46.655024556317,21.225962687052;46.803526155586, 18.928004380753;199927;8341
3256;F26;F31;46.655024556317,21.225962687052;46.263345770897, 19.533663359931;163082;7432
3257;F26;F32;46.655024556317,21.225962687052;46.201513590529, 18.820681199919;223415;10406
3258;F26;F33;46.655024556317,21.225962687052;45.971233620929, 18.673734618994;313500;12208
3259;F26;F34;46.655024556317,21.225962687052;45.8784138959, 18.236275560019;350063;13521
3260;F26;F35;46.655024556317,21.225962687052;46.058445164555, 17.448098903741;415798;16982
3261;F26;F36;46.655024556317,21.225962687052;46.702458506694, 16.788524126318;434499;16224
3262;F26;F37;46.655024556317,21.225962687052;47.635056880418, 16.652330516763;420426;15099
3263;F26;F38;46.655024556317,21.225962687052;46.811901582638, 16.565857119342;467424;17681
3264;F26;F39;46.655024556317,21.225962687052;47.288863417887, 16.610039047667;437081;15820
3265;F26;F40;46.655024556317,21.225962687052;47.245496499058, 16.534248410882;441357;16014
3266;F26;F41;46.655024556317,21.225962687052;47.910361887547, 17.251715607309;379109;14010
3267;F26;F42;46.655024556317,21.225962687052;46.195044659138, 20.448144697766;88615;4711
3268;F26;F43;46.655024556317,21.225962687052;46.683815901125, 20.183667378285;99903;4432
3269;F26;F45BJ;46.655024556317,21.225962687052;47.11432337191, 17.848645761646;329014;12435
3270;F26;F46B;46.655024556317,21.225962687052;47.653403571486, 17.416396700878;352042;12743
3271;F26;F46J;46.655024556317,21.225962687052;47.653506839605, 17.416740354468;352013;12742
3272;F26;F47B;46.655024556317,21.225962687052;47.297160417543, 16.832093255331;414591;14822
3273;F26;F47J;46.655024556317,21.225962687052;47.297002459483, 16.831835285078;414617;14823
3274;F26;F48;46.655024556317,21.225962687052;48.0530521654, 19.0114679159;294926;11904
3275;F26;F49;46.655024556317,21.225962687052;48.1426427598, 19.8152150078;263623;12298
3276;F26;F50;46.655024556317,21.225962687052;48.0690258518, 19.2623480794;297558;11971
3277;F26;F51;46.655024556317,21.225962687052;48.0794121975, 19.3191435939;303687;12433
3278;F26;F52;46.655024556317,21.225962687052;46.7540706013, 21.4327698605;23689;1678
3279;F26;F53;46.655024556317,21.225962687052;46.2648471088, 21.0934356268;58501;2985
3280;F26;F54;46.655024556317,21.225962687052;47.3000376989, 21.5558389074;98536;5067
3281;F26;F55;46.655024556317,21.225962687052;47.3981145129, 19.3601850460;196697;7678
3282;F26;F56;46.655024556317,21.225962687052;47.4059475850, 16.5285647459;438157;16456
3283;F26;F57;46.655024556317,21.225962687052;47.2476159053, 16.4811625856;445462;16177
3284;F26;F58;46.655024556317,21.225962687052;47.348734, 19.120951;206239;7950
3285;F26;F59;46.655024556317,21.225962687052;47.142844, 18.531573;274043;10194
3286;F26;Gy1B;46.655024556317,21.225962687052;47.474802619374, 18.852435494437;237876;9046
3287;F26;Gy1J;46.655024556317,21.225962687052;47.471964836026, 18.858080126141;238404;9064
3288;F26;Gy2B;46.655024556317,21.225962687052;47.612770144674, 18.353556331481;275659;10196
3289;F26;Gy2J;46.655024556317,21.225962687052;47.683114431378, 18.003415637292;308644;11415
3290;F26;Gy3B;46.655024556317,21.225962687052;47.684437713539, 17.835527389107;316238;11512
3291;F26;Gy3J;46.655024556317,21.225962687052;47.6844259551, 17.83587320896;316212;11511
3292;F26;Gy4B;46.655024556317,21.225962687052;47.878391089477, 17.202565947927;375422;13492
3293;F26;Gy4J;46.655024556317,21.225962687052;47.878249198926, 17.20284198652;375396;13491
3294;F26;Gy6B;46.655024556317,21.225962687052;47.602227193286, 19.283884218405;228993;8837
3295;F26;Gy6J;46.655024556317,21.225962687052;47.593511108609, 19.210992980928;231502;8907
3296;F26;Gy7B;46.655024556317,21.225962687052;47.731817779639, 19.96258985111;203879;10009
3297;F26;Gy7J;46.655024556317,21.225962687052;47.732635548066, 19.949321966416;217352;9822
3298;F26;Gy8B;46.655024556317,21.225962687052;47.848589776483, 21.067835868077;184796;7798
3299;F26;Gy8J;46.655024556317,21.225962687052;47.861450724727, 21.043855642447;209659;8631
3300;F26;Gy9B;46.655024556317,21.225962687052;47.902948731815, 21.569037024339;183911;8328
3301;F26;Gy9J;46.655024556317,21.225962687052;47.899315872821, 21.548572633098;183483;8193
3302;F26;Gy10B;46.655024556317,21.225962687052;48.050402819184, 20.851648270691;223759;9030
3303;F26;Gy10J;46.655024556317,21.225962687052;48.048597304585, 20.852645963515;223544;9023
3304;F26;Gy11B;46.655024556317,21.225962687052;47.618814282026, 21.517286368554;150579;6788
3305;F26;Gy11J;46.655024556317,21.225962687052;47.61860051674, 21.517389377156;150604;6789
3306;F26;Gy12B;46.655024556317,21.225962687052;46.28526689547, 20.25356092992;104339;4994
3307;F26;Gy13B;46.655024556317,21.225962687052;47.310577659191, 19.2720015943;205007;7840
3308;F26;Gy13J;46.655024556317,21.225962687052;47.310726596496, 19.271736511801;204981;7839
3309;F26;Gy14B;46.655024556317,21.225962687052;47.018953622415, 19.59270077956;148117;5925
3310;F26;Gy14J;46.655024556317,21.225962687052;47.018760105536, 19.59289269823;148091;5924
3311;F26;Gy15B;46.655024556317,21.225962687052;46.866126652938, 19.645370179317;140475;5654
3312;F26;Gy15J;46.655024556317,21.225962687052;46.866126652938, 19.645370179317;140475;5654
3313;F26;Gy16B;46.655024556317,21.225962687052;46.254056752729, 20.037780560567;118751;5447
3314;F26;Gy16J;46.655024556317,21.225962687052;46.254289780273, 20.037809455218;118725;5446
3315;F26;Gy17B;46.655024556317,21.225962687052;47.354805101314, 18.903312087371;224310;8491
3316;F26;Gy17J;46.655024556317,21.225962687052;47.354584280523, 18.903248756673;224335;8492
3317;F26;Gy18B;46.655024556317,21.225962687052;47.062438439262, 18.883476038175;228146;9295
3318;F26;Gy18J;46.655024556317,21.225962687052;47.062224216813, 18.883576090608;228121;9294
3319;F26;Gy19B;46.655024556317,21.225962687052;46.445983362048, 18.706391141658;247089;9916
3320;F26;Gy19J;46.655024556317,21.225962687052;46.445546354166, 18.706516762083;247139;9918
3321;F26;Gy20B;46.655024556317,21.225962687052;46.063865148399, 18.579774412582;312684;12034
3322;F26;Gy20J;46.655024556317,21.225962687052;46.063700607621, 18.579535592077;312659;12034
3323;F26;Gy21B;46.655024556317,21.225962687052;47.423027828361, 18.886551751725;228949;8712
3324;F26;Gy21J;46.655024556317,21.225962687052;47.343748133722, 18.791711071512;241060;9089
3325;F26;Gy22B;46.655024556317,21.225962687052;47.031256467729, 18.270258885827;290881;10595
3326;F26;Gy22J;46.655024556317,21.225962687052;47.031397673561, 18.270531556193;290855;10594
3327;F26;Gy23B;46.655024556317,21.225962687052;46.810132410668, 17.83695083105;340854;12221
3328;F26;Gy23J;46.655024556317,21.225962687052;46.881273600414, 17.985593118956;319403;11480
3329;F26;Gy24B;46.655024556317,21.225962687052;46.682081838166, 17.370049702348;381445;13505
3330;F26;Gy24J;46.655024556317,21.225962687052;46.685347295949, 17.387656451782;382843;13549
3331;F26;Gy25B;46.655024556317,21.225962687052;46.44171667261, 16.810656899812;433373;15158
3332;F26;Gy25J;46.655024556317,21.225962687052;46.441965611122, 16.811198315858;433323;15157
3333;F26;Gy26B;46.655024556317,21.225962687052;46.908495716101, 18.939777323335;208177;8657
3334;F26;Gy26J;46.655024556317,21.225962687052;46.908565366842, 18.939424208168;208205;8658
3335;F26;Gy27J;46.655024556317,21.225962687052;46.351813245779, 18.886396647804;239218;10374
3336;F26;Gy28B;46.655024556317,21.225962687052;47.246161, 18.649078;267187;9949
3337;F26;Gy28J;46.655024556317,21.225962687052;47.246194, 18.648449;252605;9401
3338;F26;Gy29B;46.655024556317,21.225962687052;47.690797, 17.522883;365103;13198
3339;F26;Gy30B;46.655024556317,21.225962687052;47.615748, 19.346989;227490;8769
3340;F26;Gy31B;46.655024556317,21.225962687052;47.671580, 19.634506;250678;9498
3341;F26;Gy31J;46.655024556317,21.225962687052;47.671580, 19.634506;250678;9498
3342;F26;Gy32B;46.655024556317,21.225962687052;47.361165, 19.219698;200790;7692
3343;F26;Gy32J;46.655024556317,21.225962687052;47.362003, 19.222118;197673;7536
3344;F26;Gy33B;46.655024556317,21.225962687052;47.598917, 19.126993;233149;9038
3345;F26;Gy33J;46.655024556317,21.225962687052;47.588365, 19.143022;228942;8819
3346;F26;Gy34B;46.655024556317,21.225962687052;47.9170992883, 17.1225847247;388637;14157
3347;F26;Gy34J;46.655024556317,21.225962687052;47.9105799674, 17.1336359154;381805;13707
3348;F26;Gy35B;46.655024556317,21.225962687052;46.2165172448, 20.7363822270;82958;4965
3349;F26;Gy35J;46.655024556317,21.225962687052;46.2154648690, 20.7062448209;88736;4483
3350;F26;Gy36B;46.655024556317,21.225962687052;46.5109208466, 16.5523413490;481676;16900
3351;F26;Gy36J;46.655024556317,21.225962687052;46.5110973558, 16.5519989224;458809;16022
3352;F26;Gy37B;46.655024556317,21.225962687052;47.6932, 19.1723;252182;9685
3353;F26;Gy37J;46.655024556317,21.225962687052;47.643, 19.1646;236277;9094
3354;F27B;F1;46.379079490009, 20.248264839326;47.736861467104, 18.369289524965;259013;9348
3355;F27B;F2;46.379079490009, 20.248264839326;47.725765423977, 18.046694497329;272758;9400
3356;F27B;F3;46.379079490009, 20.248264839326;47.884396938888, 17.241676802774;339904;11708
3357;F27B;F4;46.379079490009, 20.248264839326;47.934507652422, 19.139606641347;245817;8758
3358;F27B;F5;46.379079490009, 20.248264839326;48.437441677622, 21.183738300599;394703;12981
3359;F27B;F6;46.379079490009, 20.248264839326;47.152434273387, 20.196192733715;111177;5601
3360;F27B;F7;46.379079490009, 20.248264839326;48.343852343168, 22.129595653448;328952;14974
3361;F27B;F8;46.379079490009, 20.248264839326;46.231269471029, 20.081542735727;27072;1318
3362;F27B;F9;46.379079490009, 20.248264839326;45.967191886124, 17.524083222114;267174;11978
3363;F27B;F10;46.379079490009, 20.248264839326;46.437667890627, 16.747927021544;401974;13365
3364;F27B;F11;46.379079490009, 20.248264839326;46.974156304231, 16.379539316509;441470;15407
3365;F27B;F12;46.379079490009, 20.248264839326;47.82243068262, 18.98717170425;238189;8380
3366;F27B;F13;46.379079490009, 20.248264839326;47.683196594979, 18.097306861786;260860;8776
3367;F27B;F14;46.379079490009, 20.248264839326;47.745363022052, 17.647400881226;296406;10084
3368;F27B;F15;46.379079490009, 20.248264839326;48.031849194332, 19.807710583946;270469;9585
3369;F27B;F16;46.379079490009, 20.248264839326;48.25793719325, 20.350423487823;351696;13715
3370;F27B;F17;46.379079490009, 20.248264839326;48.293129223365, 20.448498019056;359399;13862
3371;F27B;F18;46.379079490009, 20.248264839326;47.60481625158, 20.779148307593;180755;9086
3372;F27B;F19;46.379079490009, 20.248264839326;47.913879672699, 21.073258954162;343251;11355
3373;F27B;F20;46.379079490009, 20.248264839326;48.376345640262, 21.633176054916;421771;14709
3374;F27B;F21;46.379079490009, 20.248264839326;48.066597247215, 21.53206912197;290289;13411
3375;F27B;F22;46.379079490009, 20.248264839326;48.089160008212, 22.27659217874;316253;13836
3376;F27B;F23;46.379079490009, 20.248264839326;47.144221988453, 21.675450249618;185893;8876
3377;F27B;F24;46.379079490009, 20.248264839326;46.167056244213, 20.627359497593;57969;2437
3378;F27B;F25;46.379079490009, 20.248264839326;46.876397341333, 20.022332770319;103854;4453
3379;F27B;F26;46.379079490009, 20.248264839326;46.655024556317,21.225962687052;105876;4790
3380;F27B;F27B;46.379079490009, 20.248264839326;46.379079490009, 20.248264839326;0;0
3381;F27B;F27J;46.379079490009, 20.248264839326;46.378973739396, 20.247963372239;23;1
3382;F27B;F28;46.379079490009, 20.248264839326;47.526258855137, 21.919988317573;244504;11791
3383;F27B;F29;46.379079490009, 20.248264839326;47.857086975049, 22.637265932974;340082;15772
3384;F27B;F30;46.379079490009, 20.248264839326;46.803526155586, 18.928004380753;152687;5859
3385;F27B;F31;46.379079490009, 20.248264839326;46.263345770897, 19.533663359931;72697;3127
3386;F27B;F32;46.379079490009, 20.248264839326;46.201513590529, 18.820681199919;133031;6102
3387;F27B;F33;46.379079490009, 20.248264839326;45.971233620929, 18.673734618994;181372;8110
3388;F27B;F34;46.379079490009, 20.248264839326;45.8784138959, 18.236275560019;217935;9424
3389;F27B;F35;46.379079490009, 20.248264839326;46.058445164555, 17.448098903741;283670;12885
3390;F27B;F36;46.379079490009, 20.248264839326;46.702458506694, 16.788524126318;397569;14046
3391;F27B;F37;46.379079490009, 20.248264839326;47.635056880418, 16.652330516763;383495;12921
3392;F27B;F38;46.379079490009, 20.248264839326;46.811901582638, 16.565857119342;430493;15503
3393;F27B;F39;46.379079490009, 20.248264839326;47.288863417887, 16.610039047667;400150;13642
3394;F27B;F40;46.379079490009, 20.248264839326;47.245496499058, 16.534248410882;404426;13836
3395;F27B;F41;46.379079490009, 20.248264839326;47.910361887547, 17.251715607309;342178;11832
3396;F27B;F42;46.379079490009, 20.248264839326;46.195044659138, 20.448144697766;40213;1924
3397;F27B;F43;46.379079490009, 20.248264839326;46.683815901125, 20.183667378285;56764;2560
3398;F27B;F45BJ;46.379079490009, 20.248264839326;47.11432337191, 17.848645761646;292083;10257
3399;F27B;F46B;46.379079490009, 20.248264839326;47.653403571486, 17.416396700878;315111;10564
3400;F27B;F46J;46.379079490009, 20.248264839326;47.653506839605, 17.416740354468;315082;10563
3401;F27B;F47B;46.379079490009, 20.248264839326;47.297160417543, 16.832093255331;377660;12644
3402;F27B;F47J;46.379079490009, 20.248264839326;47.297002459483, 16.831835285078;377686;12645
3403;F27B;F48;46.379079490009, 20.248264839326;48.0530521654, 19.0114679159;264289;9753
3404;F27B;F49;46.379079490009, 20.248264839326;48.1426427598, 19.8152150078;283549;10373
3405;F27B;F50;46.379079490009, 20.248264839326;48.0690258518, 19.2623480794;266921;9820
3406;F27B;F51;46.379079490009, 20.248264839326;48.0794121975, 19.3191435939;273050;10281
3407;F27B;F52;46.379079490009, 20.248264839326;46.7540706013, 21.4327698605;122989;5957
3408;F27B;F53;46.379079490009, 20.248264839326;46.2648471088, 21.0934356268;97894;4380
3409;F27B;F54;46.379079490009, 20.248264839326;47.3000376989, 21.5558389074;187075;9172
3410;F27B;F55;46.379079490009, 20.248264839326;47.3981145129, 19.3601850460;174868;5933
3411;F27B;F56;46.379079490009, 20.248264839326;47.4059475850, 16.5285647459;401227;14278
3412;F27B;F57;46.379079490009, 20.248264839326;47.2476159053, 16.4811625856;408531;13999
3413;F27B;F58;46.379079490009, 20.248264839326;47.348734, 19.120951;169308;5772
3414;F27B;F59;46.379079490009, 20.248264839326;47.142844, 18.531573;237112;8016
3415;F27B;Gy1B;46.379079490009, 20.248264839326;47.474802619374, 18.852435494437;200945;6868
3416;F27B;Gy1J;46.379079490009, 20.248264839326;47.471964836026, 18.858080126141;201473;6886
3417;F27B;Gy2B;46.379079490009, 20.248264839326;47.612770144674, 18.353556331481;238728;8018
3418;F27B;Gy2J;46.379079490009, 20.248264839326;47.683114431378, 18.003415637292;271713;9236
3419;F27B;Gy3B;46.379079490009, 20.248264839326;47.684437713539, 17.835527389107;279307;9334
3420;F27B;Gy3J;46.379079490009, 20.248264839326;47.6844259551, 17.83587320896;279281;9333
3421;F27B;Gy4B;46.379079490009, 20.248264839326;47.878391089477, 17.202565947927;338491;11314
3422;F27B;Gy4J;46.379079490009, 20.248264839326;47.878249198926, 17.20284198652;338465;11313
3423;F27B;Gy6B;46.379079490009, 20.248264839326;47.602227193286, 19.283884218405;198356;6685
3424;F27B;Gy6J;46.379079490009, 20.248264839326;47.593511108609, 19.210992980928;200865;6756
3425;F27B;Gy7B;46.379079490009, 20.248264839326;47.731817779639, 19.96258985111;269974;8933
3426;F27B;Gy7J;46.379079490009, 20.248264839326;47.732635548066, 19.949321966416;245269;8118
3427;F27B;Gy8B;46.379079490009, 20.248264839326;47.848589776483, 21.067835868077;336963;10897
3428;F27B;Gy8J;46.379079490009, 20.248264839326;47.861450724727, 21.043855642447;334659;10824
3429;F27B;Gy9B;46.379079490009, 20.248264839326;47.902948731815, 21.569037024339;272450;12433
3430;F27B;Gy9J;46.379079490009, 20.248264839326;47.899315872821, 21.548572633098;381281;12266
3431;F27B;Gy10B;46.379079490009, 20.248264839326;48.050402819184, 20.851648270691;339665;11001
3432;F27B;Gy10J;46.379079490009, 20.248264839326;48.048597304585, 20.852645963515;339450;10994
3433;F27B;Gy11B;46.379079490009, 20.248264839326;47.618814282026, 21.517286368554;239118;10893
3434;F27B;Gy11J;46.379079490009, 20.248264839326;47.61860051674, 21.517389377156;239143;10894
3435;F27B;Gy12B;46.379079490009, 20.248264839326;46.28526689547, 20.25356092992;17906;805
3436;F27B;Gy13B;46.379079490009, 20.248264839326;47.310577659191, 19.2720015943;168076;5662
3437;F27B;Gy13J;46.379079490009, 20.248264839326;47.310726596496, 19.271736511801;168051;5661
3438;F27B;Gy14B;46.379079490009, 20.248264839326;47.018953622415, 19.59270077956;111186;3747
3439;F27B;Gy14J;46.379079490009, 20.248264839326;47.018760105536, 19.59289269823;111160;3746
3440;F27B;Gy15B;46.379079490009, 20.248264839326;46.866126652938, 19.645370179317;93235;3171
3441;F27B;Gy15J;46.379079490009, 20.248264839326;46.866126652938, 19.645370179317;93235;3171
3442;F27B;Gy16B;46.379079490009, 20.248264839326;46.254056752729, 20.037780560567;28366;1143
3443;F27B;Gy16J;46.379079490009, 20.248264839326;46.254289780273, 20.037809455218;28340;1142
3444;F27B;Gy17B;46.379079490009, 20.248264839326;47.354805101314, 18.903312087371;187379;6313
3445;F27B;Gy17J;46.379079490009, 20.248264839326;47.354584280523, 18.903248756673;187404;6314
3446;F27B;Gy18B;46.379079490009, 20.248264839326;47.062438439262, 18.883476038175;180906;6812
3447;F27B;Gy18J;46.379079490009, 20.248264839326;47.062224216813, 18.883576090608;180881;6811
3448;F27B;Gy19B;46.379079490009, 20.248264839326;46.445983362048, 18.706391141658;162784;7169
3449;F27B;Gy19J;46.379079490009, 20.248264839326;46.445546354166, 18.706516762083;162734;7168
3450;F27B;Gy20B;46.379079490009, 20.248264839326;46.063865148399, 18.579774412582;180557;7937
3451;F27B;Gy20J;46.379079490009, 20.248264839326;46.063700607621, 18.579535592077;180531;7936
3452;F27B;Gy21B;46.379079490009, 20.248264839326;47.423027828361, 18.886551751725;192018;6534
3453;F27B;Gy21J;46.379079490009, 20.248264839326;47.343748133722, 18.791711071512;204129;6911
3454;F27B;Gy22B;46.379079490009, 20.248264839326;47.031256467729, 18.270258885827;253950;8417
3455;F27B;Gy22J;46.379079490009, 20.248264839326;47.031397673561, 18.270531556193;253924;8416
3456;F27B;Gy23B;46.379079490009, 20.248264839326;46.810132410668, 17.83695083105;303924;10043
3457;F27B;Gy23J;46.379079490009, 20.248264839326;46.881273600414, 17.985593118956;282472;9302
3458;F27B;Gy24B;46.379079490009, 20.248264839326;46.682081838166, 17.370049702348;344514;11327
3459;F27B;Gy24J;46.379079490009, 20.248264839326;46.685347295949, 17.387656451782;345912;11371
3460;F27B;Gy25B;46.379079490009, 20.248264839326;46.44171667261, 16.810656899812;396442;12980
3461;F27B;Gy25J;46.379079490009, 20.248264839326;46.441965611122, 16.811198315858;396392;12978
3462;F27B;Gy26B;46.379079490009, 20.248264839326;46.908495716101, 18.939777323335;160937;6175
3463;F27B;Gy26J;46.379079490009, 20.248264839326;46.908565366842, 18.939424208168;160965;6176
3464;F27B;Gy27J;46.379079490009, 20.248264839326;46.351813245779, 18.886396647804;143643;6516
3465;F27B;Gy28B;46.379079490009, 20.248264839326;47.246161, 18.649078;230256;7770
3466;F27B;Gy28J;46.379079490009, 20.248264839326;47.246194, 18.648449;215674;7223
3467;F27B;Gy29B;46.379079490009, 20.248264839326;47.690797, 17.522883;328172;11020
3468;F27B;Gy30B;46.379079490009, 20.248264839326;47.615748, 19.346989;196853;6618
3469;F27B;Gy31B;46.379079490009, 20.248264839326;47.671580, 19.634506;220041;7346
3470;F27B;Gy31J;46.379079490009, 20.248264839326;47.671580, 19.634506;220041;7346
3471;F27B;Gy32B;46.379079490009, 20.248264839326;47.361165, 19.219698;163859;5514
3472;F27B;Gy32J;46.379079490009, 20.248264839326;47.362003, 19.222118;160742;5358
3473;F27B;Gy33B;46.379079490009, 20.248264839326;47.598917, 19.126993;202512;6887
3474;F27B;Gy33J;46.379079490009, 20.248264839326;47.588365, 19.143022;198305;6667
3475;F27B;Gy34B;46.379079490009, 20.248264839326;47.9170992883, 17.1225847247;351706;11979
3476;F27B;Gy34J;46.379079490009, 20.248264839326;47.9105799674, 17.1336359154;344874;11529
3477;F27B;Gy35B;46.379079490009, 20.248264839326;46.2165172448, 20.7363822270;62875;2947
3478;F27B;Gy35J;46.379079490009, 20.248264839326;46.2154648690, 20.7062448209;54542;2054
3479;F27B;Gy36B;46.379079490009, 20.248264839326;46.5109208466, 16.5523413490;444745;14722
3480;F27B;Gy36J;46.379079490009, 20.248264839326;46.5110973558, 16.5519989224;421878;13844
3481;F27B;Gy37B;46.379079490009, 20.248264839326;47.6932, 19.1723;221545;7534
3482;F27B;Gy37J;46.379079490009, 20.248264839326;47.643, 19.1646;205640;6943
3483;F27J;F1;46.378973739396, 20.247963372239;47.736861467104, 18.369289524965;258990;9347
3484;F27J;F2;46.378973739396, 20.247963372239;47.725765423977, 18.046694497329;272735;9399
3485;F27J;F3;46.378973739396, 20.247963372239;47.884396938888, 17.241676802774;339881;11707
3486;F27J;F4;46.378973739396, 20.247963372239;47.934507652422, 19.139606641347;245794;8757
3487;F27J;F5;46.378973739396, 20.247963372239;48.437441677622, 21.183738300599;394680;12980
3488;F27J;F6;46.378973739396, 20.247963372239;47.152434273387, 20.196192733715;111154;5601
3489;F27J;F7;46.378973739396, 20.247963372239;48.343852343168, 22.129595653448;328929;14973
3490;F27J;F8;46.378973739396, 20.247963372239;46.231269471029, 20.081542735727;27049;1317
3491;F27J;F9;46.378973739396, 20.247963372239;45.967191886124, 17.524083222114;267151;11977
3492;F27J;F10;46.378973739396, 20.247963372239;46.437667890627, 16.747927021544;401951;13364
3493;F27J;F11;46.378973739396, 20.247963372239;46.974156304231, 16.379539316509;441447;15406
3494;F27J;F12;46.378973739396, 20.247963372239;47.82243068262, 18.98717170425;238166;8379
3495;F27J;F13;46.378973739396, 20.247963372239;47.683196594979, 18.097306861786;260837;8775
3496;F27J;F14;46.378973739396, 20.247963372239;47.745363022052, 17.647400881226;296383;10083
3497;F27J;F15;46.378973739396, 20.247963372239;48.031849194332, 19.807710583946;270446;9584
3498;F27J;F16;46.378973739396, 20.247963372239;48.25793719325, 20.350423487823;351673;13714
3499;F27J;F17;46.378973739396, 20.247963372239;48.293129223365, 20.448498019056;359376;13861
3500;F27J;F18;46.378973739396, 20.247963372239;47.60481625158, 20.779148307593;180732;9085
3501;F27J;F19;46.378973739396, 20.247963372239;47.913879672699, 21.073258954162;343228;11354
3502;F27J;F20;46.378973739396, 20.247963372239;48.376345640262, 21.633176054916;421748;14708
3503;F27J;F21;46.378973739396, 20.247963372239;48.066597247215, 21.53206912197;290266;13410
3504;F27J;F22;46.378973739396, 20.247963372239;48.089160008212, 22.27659217874;316230;13835
