kamera1;kamera2;kamera1_koord;kamera2_koord
F15;Gy10B;48.031849194332, 19.807710583946;48.050402819184, 20.851648270691
F15;Gy10J;48.031849194332, 19.807710583946;48.048597304585, 20.852645963515
F15;Gy11B;48.031849194332, 19.807710583946;47.618814282026, 21.517286368554
F15;Gy13B;48.031849194332, 19.807710583946;47.310577659191, 19.2720015943
F15;Gy13J;48.031849194332, 19.807710583946;47.310726596496, 19.271736511801
F15;Gy14B;48.031849194332, 19.807710583946;47.018953622415, 19.59270077956
F15;Gy14J;48.031849194332, 19.807710583946;47.018760105536, 19.59289269823
F15;Gy15B;48.031849194332, 19.807710583946;46.866126652938, 19.645370179317
F15;Gy15J;48.031849194332, 19.807710583946;46.866126652938, 19.645370179317
F15;Gy16J;48.031849194332, 19.807710583946;46.254289780273, 20.037809455218
F15;Gy17B;48.031849194332, 19.807710583946;47.354805101314, 18.903312087371
F15;Gy18J;48.031849194332, 19.807710583946;47.062224216813, 18.883576090608
F15;Gy1B;48.031849194332, 19.807710583946;47.474802619374, 18.852435494437
F15;Gy1J;48.031849194332, 19.807710583946;47.471964836026, 18.858080126141
F15;Gy21B;48.031849194332, 19.807710583946;47.423027828361, 18.886551751725
F15;Gy21J;48.031849194332, 19.807710583946;47.343748133722, 18.791711071512
F15;Gy23J;48.031849194332, 19.807710583946;46.881273600414, 17.985593118956
F15;Gy26B;48.031849194332, 19.807710583946;46.908495716101, 18.939777323335
F15;Gy27J;48.031849194332, 19.807710583946;46.351813245779, 18.886396647804
F15;Gy28J;48.031849194332, 19.807710583946;47.246194, 18.648449
F15;Gy2B;48.031849194332, 19.807710583946;47.612770144674, 18.353556331481
F15;Gy30B;48.031849194332, 19.807710583946;47.615748, 19.346989
F15;Gy31B;48.031849194332, 19.807710583946;47.671580, 19.634506
F15;Gy31J;48.031849194332, 19.807710583946;47.671580, 19.634506
F15;Gy32B;48.031849194332, 19.807710583946;47.361165, 19.219698
F15;Gy32J;48.031849194332, 19.807710583946;47.362003, 19.222118
F15;Gy35J;48.031849194332, 19.807710583946;46.2154648690, 20.7062448209
F15;Gy37B;48.031849194332, 19.807710583946;47.6932, 19.1723
F15;Gy37J;48.031849194332, 19.807710583946;47.643, 19.1646
F15;Gy4B;48.031849194332, 19.807710583946;47.878391089477, 17.202565947927
F15;Gy6B;48.031849194332, 19.807710583946;47.602227193286, 19.283884218405
F15;Gy6J;48.031849194332, 19.807710583946;47.593511108609, 19.210992980928
F15;Gy7B;48.031849194332, 19.807710583946;47.731817779639, 19.96258985111
F15;Gy7J;48.031849194332, 19.807710583946;47.732635548066, 19.949321966416
F15;Gy8B;48.031849194332, 19.807710583946;47.848589776483, 21.067835868077
F15;Gy8J;48.031849194332, 19.807710583946;47.861450724727, 21.043855642447
F16;F1;48.25793719325, 20.350423487823;47.736861467104, 18.369289524965
F16;F13;48.25793719325, 20.350423487823;47.683196594979, 18.097306861786
F16;F14;48.25793719325, 20.350423487823;47.745363022052, 17.647400881226
F16;F15;48.25793719325, 20.350423487823;48.031849194332, 19.807710583946
F16;F16;48.25793719325, 20.350423487823;48.25793719325, 20.350423487823
F16;F17;48.25793719325, 20.350423487823;48.293129223365, 20.448498019056
F16;F18;48.25793719325, 20.350423487823;47.60481625158, 20.779148307593
F16;F19;48.25793719325, 20.350423487823;47.913879672699, 21.073258954162
F16;F20;48.25793719325, 20.350423487823;48.376345640262, 21.633176054916
F16;F21;48.25793719325, 20.350423487823;48.066597247215, 21.53206912197
F16;F23;48.25793719325, 20.350423487823;47.144221988453, 21.675450249618
F16;F26;48.25793719325, 20.350423487823;46.655024556317,21.225962687052
F16;F30;48.25793719325, 20.350423487823;46.803526155586, 18.928004380753
F16;F31;48.25793719325, 20.350423487823;46.263345770897, 19.533663359931
F16;F48;48.25793719325, 20.350423487823;48.0530521654, 19.0114679159
F16;F49;48.25793719325, 20.350423487823;48.1426427598, 19.8152150078
F16;F50;48.25793719325, 20.350423487823;48.0690258518, 19.2623480794
F16;F51;48.25793719325, 20.350423487823;48.0794121975, 19.3191435939
F16;F54;48.25793719325, 20.350423487823;47.3000376989, 21.5558389074
F16;F55;48.25793719325, 20.350423487823;47.3981145129, 19.3601850460
F16;F58;48.25793719325, 20.350423487823;47.348734, 19.120951
F16;F6;48.25793719325, 20.350423487823;47.152434273387, 20.196192733715
F16;Gy10B;48.25793719325, 20.350423487823;48.050402819184, 20.851648270691
F16;Gy10J;48.25793719325, 20.350423487823;48.048597304585, 20.852645963515
F16;Gy13B;48.25793719325, 20.350423487823;47.310577659191, 19.2720015943
F16;Gy13J;48.25793719325, 20.350423487823;47.310726596496, 19.271736511801
F16;Gy14B;48.25793719325, 20.350423487823;47.018953622415, 19.59270077956
F16;Gy14J;48.25793719325, 20.350423487823;47.018760105536, 19.59289269823
F16;Gy15B;48.25793719325, 20.350423487823;46.866126652938, 19.645370179317
F16;Gy15J;48.25793719325, 20.350423487823;46.866126652938, 19.645370179317
F16;Gy16J;48.25793719325, 20.350423487823;46.254289780273, 20.037809455218
F16;Gy18J;48.25793719325, 20.350423487823;47.062224216813, 18.883576090608
F16;Gy1J;48.25793719325, 20.350423487823;47.471964836026, 18.858080126141
F16;Gy30B;48.25793719325, 20.350423487823;47.615748, 19.346989
F16;Gy31B;48.25793719325, 20.350423487823;47.671580, 19.634506
F16;Gy31J;48.25793719325, 20.350423487823;47.671580, 19.634506
F16;Gy32B;48.25793719325, 20.350423487823;47.361165, 19.219698
F16;Gy32J;48.25793719325, 20.350423487823;47.362003, 19.222118
F16;Gy37B;48.25793719325, 20.350423487823;47.6932, 19.1723
F16;Gy4B;48.25793719325, 20.350423487823;47.878391089477, 17.202565947927
F16;Gy6B;48.25793719325, 20.350423487823;47.602227193286, 19.283884218405
F16;Gy6J;48.25793719325, 20.350423487823;47.593511108609, 19.210992980928
F16;Gy7B;48.25793719325, 20.350423487823;47.731817779639, 19.96258985111
F16;Gy7J;48.25793719325, 20.350423487823;47.732635548066, 19.949321966416
F16;Gy8J;48.25793719325, 20.350423487823;47.861450724727, 21.043855642447
F17;F1;48.293129223365, 20.448498019056;47.736861467104, 18.369289524965
F17;F13;48.293129223365, 20.448498019056;47.683196594979, 18.097306861786
F17;F14;48.293129223365, 20.448498019056;47.745363022052, 17.647400881226
F17;F15;48.293129223365, 20.448498019056;48.031849194332, 19.807710583946
F17;F16;48.293129223365, 20.448498019056;48.25793719325, 20.350423487823
F17;F17;48.293129223365, 20.448498019056;48.293129223365, 20.448498019056
F17;F18;48.293129223365, 20.448498019056;47.60481625158, 20.779148307593
F17;F19;48.293129223365, 20.448498019056;47.913879672699, 21.073258954162
F17;F2;48.293129223365, 20.448498019056;47.725765423977, 18.046694497329
F17;F20;48.293129223365, 20.448498019056;48.376345640262, 21.633176054916
F17;F21;48.293129223365, 20.448498019056;48.066597247215, 21.53206912197
F17;F23;48.293129223365, 20.448498019056;47.144221988453, 21.675450249618
F17;F29;48.293129223365, 20.448498019056;47.857086975049, 22.637265932974
F17;F3;48.293129223365, 20.448498019056;47.884396938888, 17.241676802774
F17;F37;48.293129223365, 20.448498019056;47.635056880418, 16.652330516763
F17;F4;48.293129223365, 20.448498019056;47.934507652422, 19.139606641347
F17;F40;48.293129223365, 20.448498019056;47.245496499058, 16.534248410882
F17;F41;48.293129223365, 20.448498019056;47.910361887547, 17.251715607309
F17;F48;48.293129223365, 20.448498019056;48.0530521654, 19.0114679159
F17;F49;48.293129223365, 20.448498019056;48.1426427598, 19.8152150078
F17;F5;48.293129223365, 20.448498019056;48.437441677622, 21.183738300599
F17;F50;48.293129223365, 20.448498019056;48.0690258518, 19.2623480794
F17;F51;48.293129223365, 20.448498019056;48.0794121975, 19.3191435939
F17;F55;48.293129223365, 20.448498019056;47.3981145129, 19.3601850460
F17;F58;48.293129223365, 20.448498019056;47.348734, 19.120951
F17;F6;48.293129223365, 20.448498019056;47.152434273387, 20.196192733715
F17;Gy10B;48.293129223365, 20.448498019056;48.050402819184, 20.851648270691
F17;Gy10J;48.293129223365, 20.448498019056;48.048597304585, 20.852645963515
F17;Gy11B;48.293129223365, 20.448498019056;47.618814282026, 21.517286368554
F17;Gy11J;48.293129223365, 20.448498019056;47.61860051674, 21.517389377156
F17;Gy13J;48.293129223365, 20.448498019056;47.310726596496, 19.271736511801
F17;Gy14J;48.293129223365, 20.448498019056;47.018760105536, 19.59289269823
F17;Gy1B;48.293129223365, 20.448498019056;47.474802619374, 18.852435494437
F17;Gy1J;48.293129223365, 20.448498019056;47.471964836026, 18.858080126141
F17;Gy26B;48.293129223365, 20.448498019056;46.908495716101, 18.939777323335
F17;Gy27J;48.293129223365, 20.448498019056;46.351813245779, 18.886396647804
F17;Gy29B;48.293129223365, 20.448498019056;47.690797, 17.522883
F17;Gy2B;48.293129223365, 20.448498019056;47.612770144674, 18.353556331481
F17;Gy30B;48.293129223365, 20.448498019056;47.615748, 19.346989
F17;Gy31J;48.293129223365, 20.448498019056;47.671580, 19.634506
F17;Gy32B;48.293129223365, 20.448498019056;47.361165, 19.219698
F17;Gy34B;48.293129223365, 20.448498019056;47.9170992883, 17.1225847247
F17;Gy3B;48.293129223365, 20.448498019056;47.684437713539, 17.835527389107
F17;Gy4B;48.293129223365, 20.448498019056;47.878391089477, 17.202565947927
F17;Gy6J;48.293129223365, 20.448498019056;47.593511108609, 19.210992980928
F17;Gy7B;48.293129223365, 20.448498019056;47.731817779639, 19.96258985111
F17;Gy7J;48.293129223365, 20.448498019056;47.732635548066, 19.949321966416
F17;Gy8B;48.293129223365, 20.448498019056;47.848589776483, 21.067835868077
F17;Gy8J;48.293129223365, 20.448498019056;47.861450724727, 21.043855642447
F17;Gy9B;48.293129223365, 20.448498019056;47.902948731815, 21.569037024339
F17;Gy9J;48.293129223365, 20.448498019056;47.899315872821, 21.548572633098
F18;F15;47.60481625158, 20.779148307593;48.031849194332, 19.807710583946
F18;F16;47.60481625158, 20.779148307593;48.25793719325, 20.350423487823
F18;F17;47.60481625158, 20.779148307593;48.293129223365, 20.448498019056
F18;F18;47.60481625158, 20.779148307593;47.60481625158, 20.779148307593
F18;F19;47.60481625158, 20.779148307593;47.913879672699, 21.073258954162
F18;F20;47.60481625158, 20.779148307593;48.376345640262, 21.633176054916
F18;F21;47.60481625158, 20.779148307593;48.066597247215, 21.53206912197
F18;F22;47.60481625158, 20.779148307593;48.089160008212, 22.27659217874
F18;F23;47.60481625158, 20.779148307593;47.144221988453, 21.675450249618
F18;F25;47.60481625158, 20.779148307593;46.876397341333, 20.022332770319
F18;F26;47.60481625158, 20.779148307593;46.655024556317,21.225962687052
F18;F27B;47.60481625158, 20.779148307593;46.379079490009, 20.248264839326
F18;F27J;47.60481625158, 20.779148307593;46.378973739396, 20.247963372239
F18;F28;47.60481625158, 20.779148307593;47.526258855137, 21.919988317573
F18;F29;47.60481625158, 20.779148307593;47.857086975049, 22.637265932974
F18;F30;47.60481625158, 20.779148307593;46.803526155586, 18.928004380753
F18;F32;47.60481625158, 20.779148307593;46.201513590529, 18.820681199919
F18;F4;47.60481625158, 20.779148307593;47.934507652422, 19.139606641347
F18;F43;47.60481625158, 20.779148307593;46.683815901125, 20.183667378285
F18;F49;47.60481625158, 20.779148307593;48.1426427598, 19.8152150078
F18;F51;47.60481625158, 20.779148307593;48.0794121975, 19.3191435939
F18;F52;47.60481625158, 20.779148307593;46.7540706013, 21.4327698605
F18;F54;47.60481625158, 20.779148307593;47.3000376989, 21.5558389074
F18;F55;47.60481625158, 20.779148307593;47.3981145129, 19.3601850460
F18;F58;47.60481625158, 20.779148307593;47.348734, 19.120951
F18;F6;47.60481625158, 20.779148307593;47.152434273387, 20.196192733715
F18;F7;47.60481625158, 20.779148307593;48.343852343168, 22.129595653448
F18;F8;47.60481625158, 20.779148307593;46.231269471029, 20.081542735727
F18;Gy10B;47.60481625158, 20.779148307593;48.050402819184, 20.851648270691
F18;Gy10J;47.60481625158, 20.779148307593;48.048597304585, 20.852645963515
F18;Gy11B;47.60481625158, 20.779148307593;47.618814282026, 21.517286368554
F18;Gy11J;47.60481625158, 20.779148307593;47.61860051674, 21.517389377156
F18;Gy12B;47.60481625158, 20.779148307593;46.28526689547, 20.25356092992
F18;Gy13B;47.60481625158, 20.779148307593;47.310577659191, 19.2720015943
F18;Gy13J;47.60481625158, 20.779148307593;47.310726596496, 19.271736511801
F18;Gy14B;47.60481625158, 20.779148307593;47.018953622415, 19.59270077956
F18;Gy14J;47.60481625158, 20.779148307593;47.018760105536, 19.59289269823
F18;Gy15B;47.60481625158, 20.779148307593;46.866126652938, 19.645370179317
F18;Gy15J;47.60481625158, 20.779148307593;46.866126652938, 19.645370179317
F18;Gy1B;47.60481625158, 20.779148307593;47.474802619374, 18.852435494437
F18;Gy1J;47.60481625158, 20.779148307593;47.471964836026, 18.858080126141
F18;Gy21J;47.60481625158, 20.779148307593;47.343748133722, 18.791711071512
F18;Gy26B;47.60481625158, 20.779148307593;46.908495716101, 18.939777323335
F18;Gy27J;47.60481625158, 20.779148307593;46.351813245779, 18.886396647804
F18;Gy28J;47.60481625158, 20.779148307593;47.246194, 18.648449
F18;Gy2J;47.60481625158, 20.779148307593;47.683114431378, 18.003415637292
F18;Gy30B;47.60481625158, 20.779148307593;47.615748, 19.346989
F18;Gy31B;47.60481625158, 20.779148307593;47.671580, 19.634506
F18;Gy31J;47.60481625158, 20.779148307593;47.671580, 19.634506
F18;Gy32B;47.60481625158, 20.779148307593;47.361165, 19.219698
F18;Gy32J;47.60481625158, 20.779148307593;47.362003, 19.222118
F18;Gy35B;47.60481625158, 20.779148307593;46.2165172448, 20.7363822270
F18;Gy37B;47.60481625158, 20.779148307593;47.6932, 19.1723
F18;Gy37J;47.60481625158, 20.779148307593;47.643, 19.1646
F18;Gy6B;47.60481625158, 20.779148307593;47.602227193286, 19.283884218405
F18;Gy6J;47.60481625158, 20.779148307593;47.593511108609, 19.210992980928
F18;Gy7B;47.60481625158, 20.779148307593;47.731817779639, 19.96258985111
F18;Gy7J;47.60481625158, 20.779148307593;47.732635548066, 19.949321966416
F18;Gy8B;47.60481625158, 20.779148307593;47.848589776483, 21.067835868077
F18;Gy8J;47.60481625158, 20.779148307593;47.861450724727, 21.043855642447
F18;Gy9B;47.60481625158, 20.779148307593;47.902948731815, 21.569037024339
F18;Gy9J;47.60481625158, 20.779148307593;47.899315872821, 21.548572633098
F19;F15;47.913879672699, 21.073258954162;48.031849194332, 19.807710583946
F19;F16;47.913879672699, 21.073258954162;48.25793719325, 20.350423487823
F19;F17;47.913879672699, 21.073258954162;48.293129223365, 20.448498019056
F19;F18;47.913879672699, 21.073258954162;47.60481625158, 20.779148307593
F19;F19;47.913879672699, 21.073258954162;47.913879672699, 21.073258954162
F19;F20;47.913879672699, 21.073258954162;48.376345640262, 21.633176054916
F19;F21;47.913879672699, 21.073258954162;48.066597247215, 21.53206912197
F19;F22;47.913879672699, 21.073258954162;48.089160008212, 22.27659217874
F19;F23;47.913879672699, 21.073258954162;47.144221988453, 21.675450249618
F19;F25;47.913879672699, 21.073258954162;46.876397341333, 20.022332770319
F19;F26;47.913879672699, 21.073258954162;46.655024556317,21.225962687052
F19;F27B;47.913879672699, 21.073258954162;46.379079490009, 20.248264839326
F19;F27J;47.913879672699, 21.073258954162;46.378973739396, 20.247963372239
F19;F28;47.913879672699, 21.073258954162;47.526258855137, 21.919988317573
F19;F29;47.913879672699, 21.073258954162;47.857086975049, 22.637265932974
F19;F30;47.913879672699, 21.073258954162;46.803526155586, 18.928004380753
F19;F31;47.913879672699, 21.073258954162;46.263345770897, 19.533663359931
F19;F43;47.913879672699, 21.073258954162;46.683815901125, 20.183667378285
F19;F45BJ;47.913879672699, 21.073258954162;47.11432337191, 17.848645761646
F19;F5;47.913879672699, 21.073258954162;48.437441677622, 21.183738300599
F19;F54;47.913879672699, 21.073258954162;47.3000376989, 21.5558389074
F19;F55;47.913879672699, 21.073258954162;47.3981145129, 19.3601850460
F19;F58;47.913879672699, 21.073258954162;47.348734, 19.120951
F19;F6;47.913879672699, 21.073258954162;47.152434273387, 20.196192733715
F19;F7;47.913879672699, 21.073258954162;48.343852343168, 22.129595653448
F19;F8;47.913879672699, 21.073258954162;46.231269471029, 20.081542735727
F19;Gy10B;47.913879672699, 21.073258954162;48.050402819184, 20.851648270691
F19;Gy10J;47.913879672699, 21.073258954162;48.048597304585, 20.852645963515
F19;Gy11B;47.913879672699, 21.073258954162;47.618814282026, 21.517286368554
F19;Gy11J;47.913879672699, 21.073258954162;47.61860051674, 21.517389377156
F19;Gy13B;47.913879672699, 21.073258954162;47.310577659191, 19.2720015943
F19;Gy13J;47.913879672699, 21.073258954162;47.310726596496, 19.271736511801
F19;Gy14B;47.913879672699, 21.073258954162;47.018953622415, 19.59270077956
F19;Gy15B;47.913879672699, 21.073258954162;46.866126652938, 19.645370179317
F19;Gy15J;47.913879672699, 21.073258954162;46.866126652938, 19.645370179317
F19;Gy16J;47.913879672699, 21.073258954162;46.254289780273, 20.037809455218
F19;Gy2J;47.913879672699, 21.073258954162;47.683114431378, 18.003415637292
F19;Gy30B;47.913879672699, 21.073258954162;47.615748, 19.346989
F19;Gy31J;47.913879672699, 21.073258954162;47.671580, 19.634506
F19;Gy32B;47.913879672699, 21.073258954162;47.361165, 19.219698
F19;Gy7B;47.913879672699, 21.073258954162;47.731817779639, 19.96258985111
F19;Gy7J;47.913879672699, 21.073258954162;47.732635548066, 19.949321966416
F19;Gy8B;47.913879672699, 21.073258954162;47.848589776483, 21.067835868077
F19;Gy8J;47.913879672699, 21.073258954162;47.861450724727, 21.043855642447
F19;Gy9B;47.913879672699, 21.073258954162;47.902948731815, 21.569037024339
F19;Gy9J;47.913879672699, 21.073258954162;47.899315872821, 21.548572633098
F2;F1;47.725765423977, 18.046694497329;47.736861467104, 18.369289524965
F2;F11;47.725765423977, 18.046694497329;46.974156304231, 16.379539316509
F2;F12;47.725765423977, 18.046694497329;47.82243068262, 18.98717170425
F2;F13;47.725765423977, 18.046694497329;47.683196594979, 18.097306861786
F2;F14;47.725765423977, 18.046694497329;47.745363022052, 17.647400881226
F2;F15;47.725765423977, 18.046694497329;48.031849194332, 19.807710583946
F2;F17;47.725765423977, 18.046694497329;48.293129223365, 20.448498019056
F2;F2;47.725765423977, 18.046694497329;47.725765423977, 18.046694497329
F2;F23;47.725765423977, 18.046694497329;47.144221988453, 21.675450249618
